Cluster_name,r_kpc,rerr_kpc,kT_keV,kT_err_minus,kT_err_plus,ne_g_cm3,ne_err_minus,ne_err_plus,K,K_err_minus,K_err_plus,RA,DEC
--,kpc,kpc,keV,keV,keV,g cm3,g cm3,g cm3,keV cm2,keV cm2,keV cm2,deg,deg
--,--,--,--,--,--,--,--,--,--,--,--,--,--
ABELL_0401,353.636,3.501,7.807,0.708,0.765,0.001772,4.49E-05,4.60E-05,533.074,60.181,58.631,44.73717,13.5707
ABELL_0401,360.639,3.501,7.237,0.573,0.582,0.001611,4.50E-05,4.63E-05,526.549,51.161,52.849,44.73717,13.5707
ABELL_0401,367.641,3.501,6.861,0.592,0.613,0.001646,4.48E-05,4.60E-05,492.18,51.922,52.672,44.73717,13.5707
ABELL_0401,374.644,3.501,6.905,0.698,0.642,0.001552,4.63E-05,4.77E-05,515.123,56.965,64.01,44.73717,13.5707
ABELL_0401,381.647,3.501,7.973,0.881,0.84,0.001482,4.53E-05,4.68E-05,613.382,75.535,82.492,44.73717,13.5707
ABELL_0401,388.649,3.501,6.66,0.637,0.607,0.001561,4.03E-05,4.13E-05,494.854,52.67,57.112,44.73717,13.5707
ABELL_0401,395.652,3.501,8.094,0.826,0.985,0.001422,4.25E-05,4.39E-05,640.138,88.843,80.215,44.73717,13.5707
ABELL_0401,402.655,3.501,9.47,1.195,0.847,0.001506,3.95E-05,4.06E-05,720.721,75.69,105.855,44.73717,13.5707
ABELL_0401,409.657,3.501,7.028,0.609,0.74,0.001316,4.20E-05,4.34E-05,585.231,72.479,65.092,44.73717,13.5707
ABELL_0401,416.66,3.501,7.173,0.935,0.679,0.001112,4.87E-05,5.09E-05,668.199,80.28,111.058,44.73717,13.5707
ABELL_0401,423.663,3.501,7.861,1.032,0.795,0.001566,3.45E-05,3.53E-05,583.041,66.526,86.642,44.73717,13.5707
ABELL_0401,430.665,3.501,7.637,1.035,0.71,0.001259,4.19E-05,4.33E-05,655.058,73.727,106.353,44.73717,13.5707
ABELL_0401,437.668,3.501,6.853,0.614,0.724,0.001452,3.44E-05,3.52E-05,534.476,63.861,57.491,44.73717,13.5707
ABELL_0401,444.671,3.501,6.912,0.593,0.823,0.001127,4.11E-05,4.27E-05,638.244,89.27,72.826,44.73717,13.5707
ABELL_0401,451.674,3.501,7.157,0.783,0.909,0.0013,3.66E-05,3.76E-05,600.757,85.907,78.898,44.73717,13.5707
ABELL_0401,458.676,3.501,6.011,0.779,0.473,0.001209,3.70E-05,3.82E-05,529.688,51.401,81.596,44.73717,13.5707
ABELL_0401,465.679,3.501,6.673,0.609,0.839,0.001228,3.66E-05,3.77E-05,582.056,83.051,66.475,44.73717,13.5707
ABELL_0401,472.682,3.501,6.912,0.593,0.658,0.001098,4.05E-05,4.21E-05,649.598,75.896,74.346,44.73717,13.5707
ABELL_0401,479.684,3.501,7.042,0.578,0.592,0.001233,3.56E-05,3.67E-05,612.346,62.028,63.698,44.73717,13.5707
ABELL_0401,486.687,3.501,7.067,0.563,0.635,0.001096,3.88E-05,4.02E-05,664.949,73.616,71.089,44.73717,13.5707
ABELL_0401,493.69,3.501,7.303,0.662,0.737,0.001115,3.72E-05,3.85E-05,679.28,81.782,79.102,44.73717,13.5707
ABELL_0401,500.692,3.501,7.74,0.868,0.896,0.001246,3.31E-05,3.40E-05,668.311,87.563,88.789,44.73717,13.5707
ABELL_0401,507.695,3.501,7.724,0.905,0.891,0.001058,3.82E-05,3.97E-05,743.911,101.214,108.632,44.73717,13.5707
ABELL_0401,514.698,3.501,7.275,0.781,0.731,0.001239,3.25E-05,3.34E-05,630.71,73.089,80.514,44.73717,13.5707
ABELL_0401,521.7,3.501,7.106,0.728,0.68,0.001195,3.28E-05,3.37E-05,630.952,70.559,78.039,44.73717,13.5707
ABELL_0401,528.703,3.501,7.203,0.744,0.732,0.001259,2.98E-05,3.06E-05,617.721,71.408,75.083,44.73717,13.5707
ABELL_0401,535.706,3.501,7.174,0.715,0.739,0.0009675,3.78E-05,3.93E-05,733.411,92.109,95.731,44.73717,13.5707
ABELL_0401,542.708,3.501,7.026,0.644,0.701,0.001583,2.34E-05,2.38E-05,517.364,56.182,53.116,44.73717,13.5707
ABELL_0401,549.711,3.501,6.882,0.574,0.665,0.0008384,4.25E-05,4.48E-05,774.029,97.483,95.831,44.73717,13.5707
ABELL_0401,556.714,3.501,6.882,0.574,0.665,0.0007545,1.50E-05,1.51E-05,830.352,90.003,81.44,44.73717,13.5707
ABELL_2146,9.315,9.315,5.315,0.222,0.283,0.01347,0.001335,0.001457,93.881,10.423,11.674,239.05123,66.35163
ABELL_2146,27.944,9.315,5.513,0.266,0.282,0.01434,0.0003621,0.0003715,93.398,6.233,6.228,239.05123,66.35163
ABELL_2146,46.573,9.315,5.9,0.351,0.279,0.01271,0.0002158,0.0002195,108.33,6.274,7.785,239.05123,66.35163
ABELL_2146,65.202,9.315,5.792,0.281,0.21,0.01254,0.0001342,0.0001357,107.299,4.622,6.025,239.05123,66.35163
ABELL_2146,83.831,9.315,6.156,0.343,0.429,0.008241,0.0001488,0.0001515,150.887,12.179,10.39,239.05123,66.35163
ABELL_2146,102.461,9.315,6.568,0.323,0.392,0.008727,0.0001029,0.0001041,154.948,10.382,8.926,239.05123,66.35163
ABELL_2146,121.09,9.315,6.26,0.335,0.385,0.007456,8.89E-05,8.99E-05,164.018,11.298,10.181,239.05123,66.35163
ABELL_2146,139.719,9.315,7.092,0.421,0.469,0.006087,8.28E-05,8.39E-05,212.725,15.848,14.723,239.05123,66.35163
ABELL_2146,158.348,9.315,7.19,0.539,0.483,0.004936,8.02E-05,8.15E-05,248.029,19.133,21.569,239.05123,66.35163
ABELL_2146,176.977,9.315,8.029,0.548,0.653,0.004415,7.12E-05,7.23E-05,298.341,27.17,23.891,239.05123,66.35163
ABELL_2146,195.607,9.315,9.065,0.639,0.583,0.004146,6.21E-05,6.30E-05,351.235,25.828,28.617,239.05123,66.35163
ABELL_2146,214.236,9.315,7.58,0.706,0.669,0.00326,6.68E-05,6.82E-05,344.763,34.653,37.464,239.05123,66.35163
ABELL_2146,232.865,9.315,9.237,0.884,0.729,0.003357,5.48E-05,5.57E-05,412.026,36.595,44.499,239.05123,66.35163
ABELL_2146,251.494,9.315,6.861,0.488,0.627,0.002801,5.55E-05,5.66E-05,345.269,35.626,29.623,239.05123,66.35163
ABELL_2146,270.123,9.315,9.793,1.013,0.927,0.002486,5.56E-05,5.69E-05,533.619,57.583,64.352,239.05123,66.35163
ABELL_2146,288.753,9.315,8.549,0.878,1.062,0.002467,4.91E-05,5.01E-05,468.183,63.512,55.194,239.05123,66.35163
ABELL_2146,307.382,9.315,9.962,1.396,1.402,0.002236,4.67E-05,4.77E-05,582.673,88.856,91.272,239.05123,66.35163
ABELL_2146,326.011,9.315,8.381,0.987,1.127,0.002064,4.61E-05,4.72E-05,516.972,76.062,69.859,239.05123,66.35163
ABELL_2146,344.64,9.315,8.522,1.092,1.163,0.002131,3.89E-05,3.96E-05,514.593,75.55,73.244,239.05123,66.35163
ABELL_2146,363.269,9.315,9.963,1.737,1.635,0.001783,3.93E-05,4.02E-05,677.628,119.384,130.339,239.05123,66.35163
ABELL_2146,381.899,9.315,8.468,1.159,1.24,0.001697,3.70E-05,3.79E-05,595.081,94.382,91.69,239.05123,66.35163
ABELL_2146,400.528,9.315,7.729,0.922,1.025,0.00151,3.69E-05,3.79E-05,587.183,86.031,81.269,239.05123,66.35163
ABELL_2146,419.157,9.315,7.634,0.976,0.965,0.001159,4.20E-05,4.35E-05,691.851,101.584,108.596,239.05123,66.35163
ABELL_2146,437.786,9.315,7.528,1.019,0.908,0.001025,4.23E-05,4.41E-05,740.562,106.645,125.244,239.05123,66.35163
ABELL_2146,456.415,9.315,7.329,0.968,0.89,0.001032,3.82E-05,3.97E-05,717.546,102.201,116.332,239.05123,66.35163
ABELL_2146,475.045,9.315,7.13,0.918,0.871,0.0008556,4.26E-05,4.41E-05,791.083,118.765,133.876,239.05123,66.35163
ABELL_2146,493.674,9.315,6.93,0.867,0.853,0.0008825,3.78E-05,3.95E-05,753.232,110.89,120.542,239.05123,66.35163
ABELL_2146,512.303,9.315,6.731,0.817,0.834,0.0007919,3.92E-05,4.06E-05,786.388,119.286,126.896,239.05123,66.35163
ABELL_2146,530.932,9.315,6.634,0.792,0.825,0.0007604,3.76E-05,3.89E-05,796.295,121.079,126.805,239.05123,66.35163
ABELL_2146,549.561,9.315,6.634,0.792,0.825,0.0006224,4.19E-05,4.42E-05,910.012,147.011,159.877,239.05123,66.35163
ABELL_2146,568.191,9.315,6.634,0.792,0.825,0.0006687,3.64E-05,3.79E-05,867.517,134.283,142.112,239.05123,66.35163
ABELL_2146,586.82,9.315,6.634,0.792,0.825,0.0006019,2.65E-05,2.69E-05,930.643,138.785,143.329,239.05123,66.35163
ABELL_S0579,26.433,26.433,4.881,0.482,0.552,0.005711,0.0003724,0.0003823,152.775,22.866,23.022,94.13391,-39.79684
ABELL_S0579,66.084,13.217,4.76,0.498,0.537,0.003624,0.0003379,0.0003629,201.746,33.088,37.354,94.13391,-39.79684
ABELL_S0579,92.517,13.217,4.597,0.52,0.517,0.003999,0.0002053,0.0002107,182.48,25.836,28.104,94.13391,-39.79684
ABELL_S0579,118.95,13.217,4.434,0.542,0.497,0.00336,0.0001737,0.0001798,197.651,27.944,32.431,94.13391,-39.79684
ABELL_S0579,145.384,13.217,4.309,0.561,0.477,0.002672,0.0001615,0.0001677,223.791,32.405,40.33,94.13391,-39.79684
ABELL_S0579,171.817,13.217,4.375,0.57,0.458,0.002535,0.0001279,0.0001325,235.28,31.424,40.367,94.13391,-39.79684
ABELL_S0579,198.251,13.217,4.441,0.579,0.439,0.002227,0.0001109,0.0001145,260.385,33.219,44.519,94.13391,-39.79684
ABELL_S0579,224.684,13.217,4.506,0.588,0.42,0.001338,0.0001364,0.0001472,371.065,55.662,82.337,94.13391,-39.79684
ABELL_S0579,257.726,19.825,4.496,0.61,0.428,0.001436,7.23E-05,7.50E-05,353.288,43.896,62.524,94.13391,-39.79684
ABELL_S0579,297.376,19.825,4.367,0.65,0.476,0.0007694,0.0001033,0.0001175,520.04,94.046,147.148,94.13391,-39.79684
ABELL_S0579,337.026,19.825,4.237,0.69,0.525,0.0009564,7.59E-05,8.11E-05,436.478,73.084,101.941,94.13391,-39.79684
ABELL_S0579,376.676,19.825,4.107,0.73,0.574,0.0009759,6.83E-05,7.22E-05,417.467,74.171,100.005,94.13391,-39.79684
ABELL_S0579,416.326,19.825,4.064,0.719,0.581,0.0008194,6.81E-05,7.31E-05,464.085,87.003,117.18,94.13391,-39.79684
ABELL_S0579,462.585,26.433,4.077,0.669,0.559,0.0007729,4.58E-05,4.79E-05,484.078,82.131,103.994,94.13391,-39.79684
ABELL_S0579,515.452,26.433,4.092,0.612,0.534,0.0005471,5.06E-05,5.48E-05,611.717,110.259,142.753,94.13391,-39.79684
ABELL_S0579,574.927,33.042,4.109,0.548,0.506,0.0004002,4.28E-05,4.71E-05,756.626,136.533,175.615,94.13391,-39.79684
ABELL_S0579,634.402,26.433,4.12,0.506,0.487,0.0003861,4.40E-05,4.89E-05,776.956,139.38,177.759,94.13391,-39.79684
ABELL_S0579,687.269,26.433,4.12,0.506,0.487,0.0005074,3.07E-05,3.22E-05,647.669,98.504,112.012,94.13391,-39.79684
ABELL_S0579,746.744,33.042,4.12,0.506,0.487,0.0003512,3.08E-05,3.32E-05,827.663,137.619,165.324,94.13391,-39.79684
ABELL_S0579,826.044,46.258,4.12,0.506,0.487,0.0003161,1.44E-05,1.47E-05,887.889,127.926,141.102,94.13391,-39.79684
NGC_5044,0.476,0.476,0.736,0.014,0.012,0.1886,0.004121,0.004154,2.238,0.068,0.077,198.84978,-16.38545
NGC_5044,1.429,0.476,0.658,0.008,0.009,0.08739,0.001502,0.001528,3.341,0.083,0.081,198.84978,-16.38545
NGC_5044,2.381,0.476,0.681,0.007,0.008,0.05527,0.0009385,0.0009547,4.693,0.107,0.104,198.84978,-16.38545
NGC_5044,3.334,0.476,0.745,0.008,0.009,0.04274,0.0007442,0.0007574,6.094,0.142,0.139,198.84978,-16.38545
NGC_5044,4.287,0.476,0.754,0.009,0.009,0.03049,0.0007188,0.0007362,7.726,0.21,0.221,198.84978,-16.38545
NGC_5044,5.239,0.476,0.692,0.059,0.007,0.03334,0.0005271,0.0005356,6.681,0.136,0.648,198.84978,-16.38545
NGC_5044,6.192,0.476,0.758,0.007,0.008,0.02715,0.0004605,0.0004685,8.392,0.181,0.176,198.84978,-16.38545
NGC_5044,7.144,0.476,0.754,0.007,0.008,0.02826,0.0003934,0.0003989,8.127,0.16,0.154,198.84978,-16.38545
NGC_5044,8.097,0.476,0.753,0.007,0.007,0.02514,0.0003415,0.0003462,8.774,0.159,0.164,198.84978,-16.38545
NGC_5044,9.049,0.476,0.768,0.006,0.008,0.02439,0.0002968,0.0002985,9.132,0.168,0.147,198.84978,-16.38545
NGC_5044,10.002,0.476,0.785,0.007,0.007,0.02356,0.0002758,0.0002791,9.552,0.158,0.162,198.84978,-16.38545
NGC_5044,10.954,0.476,0.79,0.006,0.007,0.01914,0.0002619,0.0002656,11.042,0.197,0.188,198.84978,-16.38545
NGC_5044,11.907,0.476,0.811,0.006,0.007,0.01954,0.0002292,0.0002319,11.178,0.182,0.173,198.84978,-16.38545
NGC_5044,12.86,0.476,0.818,0.006,0.008,0.01647,0.0002267,0.0002299,12.637,0.237,0.213,198.84978,-16.38545
NGC_5044,13.812,0.476,0.821,0.006,0.007,0.01644,0.0002363,0.0002397,12.697,0.227,0.219,198.84978,-16.38545
NGC_5044,14.765,0.476,0.82,0.006,0.008,0.01577,0.000219,0.0002221,13.038,0.245,0.22,198.84978,-16.38545
NGC_5044,15.717,0.476,0.83,0.006,0.008,0.01431,0.0002075,0.0002106,14.085,0.269,0.243,198.84978,-16.38545
NGC_5044,16.67,0.476,0.818,0.007,0.008,0.01476,0.0001857,0.000188,13.591,0.245,0.234,198.84978,-16.38545
NGC_5044,17.622,0.476,0.848,0.006,0.008,0.01348,0.0001841,0.0001866,14.973,0.275,0.247,198.84978,-16.38545
NGC_5044,18.575,0.476,0.876,0.005,0.008,0.01286,0.0001778,0.0001803,15.958,0.29,0.243,198.84978,-16.38545
NGC_5044,19.528,0.476,0.924,0.012,0.013,0.00954,0.0002137,0.0002186,20.542,0.586,0.591,198.84978,-16.38545
NGC_5044,20.48,0.476,0.872,0.006,0.008,0.01292,0.0001543,0.0001562,15.836,0.269,0.239,198.84978,-16.38545
NGC_5044,21.433,0.476,0.951,0.011,0.012,0.009169,0.000173,0.0001763,21.708,0.539,0.537,198.84978,-16.38545
NGC_5044,22.385,0.476,0.965,0.011,0.013,0.009484,0.0001481,0.0001505,21.538,0.509,0.479,198.84978,-16.38545
NGC_5044,23.338,0.476,1.007,0.01,0.011,0.008335,0.0001626,0.0001659,24.496,0.578,0.577,198.84978,-16.38545
NGC_5044,24.29,0.476,0.988,0.01,0.013,0.008509,0.000141,0.0001423,23.705,0.567,0.511,198.84978,-16.38545
NGC_5044,25.243,0.476,1.006,0.01,0.012,0.007941,0.0001496,0.0001524,25.274,0.61,0.583,198.84978,-16.38545
NGC_5044,26.195,0.476,1.014,0.01,0.01,0.008966,0.0001198,0.0001214,23.496,0.437,0.448,198.84978,-16.38545
NGC_5044,27.148,0.476,1.035,0.01,0.012,0.006844,0.0001478,0.0001511,28.711,0.734,0.712,198.84978,-16.38545
NGC_5044,28.101,0.476,1.034,0.011,0.011,0.008064,0.0001075,0.0001081,25.713,0.497,0.508,198.84978,-16.38545
NGC_5044,29.053,0.476,1.081,0.009,0.01,0.00586,0.0001471,0.0001462,33.258,0.848,0.847,198.84978,-16.38545
NGC_5044,30.006,0.476,1.096,0.008,0.01,0.006815,0.0001084,0.0001101,30.491,0.594,0.558,198.84978,-16.38545
NGC_5044,30.958,0.476,1.098,0.009,0.011,0.005801,0.0001363,0.0001373,34.008,0.858,0.831,198.84978,-16.38545
NGC_5044,31.911,0.476,1.099,0.008,0.01,0.006286,0.0001209,0.0001233,32.266,0.697,0.667,198.84978,-16.38545
NGC_5044,32.863,0.476,1.113,0.009,0.011,0.005791,0.0001203,0.0001219,34.513,0.806,0.776,198.84978,-16.38545
NGC_5044,33.816,0.476,1.108,0.009,0.012,0.005659,0.0001161,0.0001186,34.893,0.842,0.784,198.84978,-16.38545
NGC_5044,34.769,0.476,1.107,0.01,0.012,0.006034,0.0001062,0.0001081,33.401,0.744,0.711,198.84978,-16.38545
NGC_5044,35.721,0.476,1.114,0.011,0.012,0.005845,0.0001086,0.0001107,34.333,0.784,0.784,198.84978,-16.38545
NGC_5044,36.674,0.476,1.178,0.028,0.03,0.005332,0.0001093,0.0001099,38.598,1.489,1.47,198.84978,-16.38545
NGC_5044,37.626,0.476,1.19,0.031,0.034,0.005255,0.0001078,0.0001083,39.369,1.639,1.59,198.84978,-16.38545
NGC_5044,38.579,0.476,1.18,0.032,0.044,0.006197,9.11E-05,9.17E-05,34.977,1.63,1.307,198.84978,-16.38545
NGC_5044,39.531,0.476,1.272,0.022,0.028,0.004669,9.50E-05,9.70E-05,45.536,1.597,1.44,198.84978,-16.38545
NGC_5044,40.484,0.476,1.202,0.031,0.042,0.005135,0.0001059,0.0001082,40.382,1.938,1.634,198.84978,-16.38545
NGC_5044,41.437,0.476,1.27,0.027,0.034,0.004622,5.09E-05,5.12E-05,45.772,1.549,1.321,198.84978,-16.38545
WHL_J102339.9+490838,18.95,18.95,6.515,0.842,0.737,0.009373,0.0008366,0.000884,146.556,23.78,30.24,155.9162,49.14449
WHL_J102339.9+490838,50.533,12.633,6.46,0.83,0.729,0.007284,0.0004587,0.0004782,171.921,25.48,31.081,155.9162,49.14449
WHL_J102339.9+490838,69.483,6.317,6.157,0.765,0.683,0.007171,0.0005426,0.0005753,165.565,25.359,31.257,155.9162,49.14449
WHL_J102339.9+490838,82.116,6.317,5.957,0.723,0.653,0.004114,0.0006973,0.000819,231.984,45.908,69.628,155.9162,49.14449
WHL_J102339.9+490838,94.75,6.317,5.756,0.68,0.623,0.00632,0.0003976,0.0004112,168.394,24.214,28.525,155.9162,49.14449
WHL_J102339.9+490838,107.383,6.317,5.556,0.637,0.593,0.00467,0.0004325,0.0004676,198.861,31.411,38.953,155.9162,49.14449
WHL_J102339.9+490838,120.016,6.317,5.355,0.594,0.563,0.003448,0.0004827,0.0005489,234.642,42.227,57.974,155.9162,49.14449
WHL_J102339.9+490838,132.65,6.317,5.155,0.551,0.533,0.005108,0.0002974,0.0003077,173.816,23.737,26.727,155.9162,49.14449
WHL_J102339.9+490838,145.283,6.317,5.332,0.6,0.575,0.003318,0.00038,0.0004161,239.691,40.776,51.914,155.9162,49.14449
WHL_J102339.9+490838,157.916,6.317,5.599,0.672,0.635,0.003662,0.0003023,0.0003238,235.678,37.501,45.072,155.9162,49.14449
WHL_J102339.9+490838,170.55,6.317,5.867,0.743,0.695,0.002675,0.0003543,0.0004004,304.497,57.443,77.726,155.9162,49.14449
WHL_J102339.9+490838,183.183,6.317,6.135,0.814,0.755,0.003201,0.0002733,0.0002922,282.459,47.937,58.568,155.9162,49.14449
WHL_J102339.9+490838,195.816,6.317,6.403,0.885,0.815,0.002793,0.0002806,0.0003043,322.868,58.528,74.025,155.9162,49.14449
WHL_J102339.9+490838,208.449,6.317,6.671,0.957,0.875,0.002988,0.0002392,0.000253,321.521,56.163,68.443,155.9162,49.14449
WHL_J102339.9+490838,227.399,12.633,6.74,0.988,0.893,0.002445,0.0001378,0.0001418,371.404,60.781,71.76,155.9162,49.14449
WHL_J102339.9+490838,252.666,12.633,6.548,0.966,0.856,0.002214,0.0001259,0.0001313,385.484,62.499,75.291,155.9162,49.14449
WHL_J102339.9+490838,277.933,12.633,6.356,0.945,0.818,0.0021,0.0001138,0.0001182,387.545,61.541,75.104,155.9162,49.14449
WHL_J102339.9+490838,303.199,12.633,6.164,0.923,0.78,0.001703,0.0001236,0.0001307,432.242,71.948,91.875,155.9162,49.14449
WHL_J102339.9+490838,328.466,12.633,5.973,0.901,0.743,0.002142,9.10E-05,9.31E-05,359.495,53.317,66.645,155.9162,49.14449
WHL_J102339.9+490838,360.049,18.95,5.877,0.863,0.724,0.001408,8.40E-05,8.65E-05,467.936,73.161,91.903,155.9162,49.14449
WHL_J102339.9+490838,397.949,18.95,5.761,0.818,0.7,0.001059,9.12E-05,9.66E-05,554.552,93.52,120.443,155.9162,49.14449
WHL_J102339.9+490838,435.849,18.95,5.644,0.773,0.677,0.001047,7.48E-05,7.80E-05,547.297,87.308,107.876,155.9162,49.14449
WHL_J102339.9+490838,473.749,18.95,5.528,0.727,0.654,0.000736,8.42E-05,9.20E-05,678.062,121.817,160.612,155.9162,49.14449
WHL_J102339.9+490838,517.965,25.267,5.393,0.675,0.627,0.0009094,4.53E-05,4.62E-05,574.562,82.982,94.766,155.9162,49.14449
WHL_J102339.9+490838,574.815,31.583,5.229,0.611,0.594,0.0004724,5.57E-05,6.12E-05,862.089,152.693,194.002,155.9162,49.14449
WHL_J102339.9+490838,637.982,31.583,5.229,0.611,0.594,0.0007347,3.07E-05,3.12E-05,642.222,88.258,96.121,155.9162,49.14449
WHL_J102339.9+490838,713.782,44.217,5.229,0.611,0.594,0.0003076,3.97E-05,4.41E-05,1147.45,209.349,273.274,155.9162,49.14449
WHL_J102339.9+490838,814.848,56.85,5.229,0.611,0.594,0.0002769,1.55E-05,1.57E-05,1230.945,178.709,198.428,155.9162,49.14449
ABELL_0980,20.492,20.492,6.318,0.87,0.715,0.008994,0.000654,0.0006791,146.084,22.455,29.046,155.61823,50.10607
ABELL_0980,54.646,13.661,6.402,0.858,0.739,0.006315,0.0003782,0.0003931,187.396,27.932,34.427,155.61823,50.10607
ABELL_0980,75.138,6.831,6.586,0.833,0.791,0.003331,0.0007648,0.0009803,295.261,68.896,124.328,155.61823,50.10607
ABELL_0980,88.799,6.831,6.707,0.816,0.825,0.00573,0.000388,0.000406,209.481,33.629,37.28,155.61823,50.10607
ABELL_0980,102.461,6.831,6.829,0.799,0.86,0.00384,0.0004609,0.0005161,278.491,52.779,64.004,155.61823,50.10607
ABELL_0980,116.122,6.831,6.95,0.782,0.894,0.005402,0.0002879,0.0002988,225.747,35.735,35.113,155.61823,50.10607
ABELL_0980,129.783,6.831,6.975,0.761,0.909,0.003897,0.0003281,0.0003507,281.645,49.551,50.995,155.61823,50.10607
ABELL_0980,143.445,6.831,6.658,0.725,0.854,0.003473,0.0003158,0.0003388,290.313,51.509,54.409,155.61823,50.10607
ABELL_0980,157.106,6.831,6.341,0.689,0.799,0.004128,0.000238,0.0002456,246.411,38.964,38.169,155.61823,50.10607
ABELL_0980,177.598,13.661,5.875,0.636,0.719,0.002712,0.00016,0.0001674,302.12,46.914,47.222,155.61823,50.10607
ABELL_0980,198.091,6.831,5.39,0.581,0.635,0.003258,0.0002124,0.0002232,245.238,37.817,39.573,155.61823,50.10607
ABELL_0980,218.583,13.661,5.609,0.655,0.695,0.002667,0.0001154,0.0001187,291.652,43.269,44.11,155.61823,50.10607
ABELL_0980,245.905,13.661,6.408,0.85,0.88,0.001622,0.0001416,0.0001527,464.267,85.502,97.442,155.61823,50.10607
ABELL_0980,273.228,13.661,7.207,1.045,1.065,0.002084,9.20E-05,9.48E-05,441.747,75.949,79.997,155.61823,50.10607
ABELL_0980,300.551,13.661,8.007,1.24,1.249,0.001623,9.48E-05,9.90E-05,579.811,108.648,118.519,155.61823,50.10607
ABELL_0980,327.874,13.661,7.967,1.265,1.238,0.001377,9.16E-05,9.66E-05,643.737,122.871,139.307,155.61823,50.10607
ABELL_0980,355.197,13.661,7.691,1.243,1.171,0.00118,9.05E-05,9.65E-05,688.75,132.933,158.125,155.61823,50.10607
ABELL_0980,382.52,13.661,7.415,1.221,1.104,0.001321,7.14E-05,7.43E-05,615.921,109.797,129.622,155.61823,50.10607
ABELL_0980,416.673,20.492,7.075,1.193,1.022,0.0009383,5.67E-05,5.94E-05,738.19,130.823,162.873,155.61823,50.10607
ABELL_0980,464.488,27.323,6.599,1.154,0.906,0.0007287,4.54E-05,4.77E-05,814.935,139.709,186.7,155.61823,50.10607
ABELL_0980,573.779,81.968,6.523,1.148,0.888,0.0006558,1.40E-05,1.41E-05,864.151,128.072,166.868,155.61823,50.10607
ABELL_3581,1.161,1.161,1.281,0.047,0.051,0.05057,0.005741,0.006323,9.368,0.995,1.248,211.87407,-27.0183
ABELL_3581,3.483,1.161,1.317,0.022,0.024,0.03908,0.001145,0.001179,11.437,0.422,0.431,211.87407,-27.0183
ABELL_3581,5.805,1.161,1.296,0.019,0.021,0.03783,0.0006126,0.0006226,11.5,0.307,0.298,211.87407,-27.0183
ABELL_3581,8.127,1.161,1.392,0.013,0.014,0.03108,0.000451,0.0004577,14.08,0.275,0.273,211.87407,-27.0183
ABELL_3581,10.449,1.161,1.413,0.011,0.012,0.02314,0.0003693,0.0003753,17.403,0.329,0.328,211.87407,-27.0183
ABELL_3581,12.771,1.161,1.523,0.032,0.034,0.01954,0.0003022,0.0003069,20.993,0.678,0.669,211.87407,-27.0183
ABELL_3581,15.093,1.161,1.531,0.032,0.033,0.01729,0.0002593,0.0002633,22.895,0.715,0.719,211.87407,-27.0183
ABELL_3581,17.415,1.161,1.528,0.034,0.035,0.01695,0.0002397,0.0002431,23.159,0.741,0.744,211.87407,-27.0183
ABELL_3581,19.737,1.161,1.639,0.029,0.032,0.01366,0.0002262,0.00023,28.682,0.866,0.84,211.87407,-27.0183
ABELL_3581,22.059,1.161,1.71,0.024,0.028,0.01306,0.0001825,0.0001851,30.828,0.784,0.731,211.87407,-27.0183
ABELL_3581,24.381,1.161,1.746,0.025,0.027,0.01121,0.0001833,0.0001863,34.867,0.908,0.897,211.87407,-27.0183
ABELL_3581,26.703,1.161,1.776,0.021,0.025,0.01009,0.000163,0.0001656,38.045,0.934,0.877,211.87407,-27.0183
ABELL_3581,29.024,1.161,1.699,0.028,0.031,0.009947,0.0001559,0.0001584,36.733,1.042,1.007,211.87407,-27.0183
ABELL_3581,31.346,1.161,1.718,0.028,0.031,0.009995,0.0001411,0.0001431,37.026,1.006,0.967,211.87407,-27.0183
ABELL_3581,33.668,1.161,1.769,0.025,0.029,0.008548,0.0001456,0.0001481,42.314,1.16,1.101,211.87407,-27.0183
ABELL_3581,35.99,1.161,1.798,0.025,0.028,0.008647,0.000125,0.0001269,42.68,1.065,1.022,211.87407,-27.0183
ABELL_3581,38.312,1.161,1.839,0.069,0.028,0.007699,0.0001234,0.0001254,47.166,1.208,2.308,211.87407,-27.0183
ABELL_3581,40.634,1.161,1.954,0.067,0.076,0.006457,0.0001265,0.0001291,56.354,2.888,2.722,211.87407,-27.0183
ABELL_3581,42.956,1.161,1.988,0.069,0.077,0.006027,0.0001246,0.0001272,60.025,3.107,2.973,211.87407,-27.0183
ABELL_3581,45.278,1.161,1.739,0.036,0.046,0.006138,0.0001267,0.0001294,51.876,2.056,1.832,211.87407,-27.0183
ABELL_3581,47.6,1.161,1.763,0.036,0.045,0.005667,0.0001247,0.0001275,55.465,2.195,1.998,211.87407,-27.0183
ABELL_3581,49.922,1.161,2.043,0.078,0.082,0.004743,0.0001166,0.0001196,72.368,4.021,4.053,211.87407,-27.0183
ABELL_3581,52.244,1.161,2.003,0.09,0.094,0.005077,0.0001098,0.0001122,67.809,4.098,4.111,211.87407,-27.0183
ABELL_3581,54.566,1.161,2.049,0.082,0.091,0.004677,0.000109,0.0001116,73.261,4.32,4.168,211.87407,-27.0183
ABELL_3581,56.888,1.161,2.095,0.089,0.096,0.004465,0.0001043,0.0001068,77.266,4.667,4.594,211.87407,-27.0183
